IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
BYI,Burley Municipal Airport,Burley,Idaho,US,42.54261,-113.77153
BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,California,US,35.28053,-116.63003
BBC,Bay City Regional Airport,Bay City,Texas,US,28.97325,-95.86345
BZN,Bozeman Yellowstone International Airport,Bozeman,Montana,US,45.77724,-111.15026
XES,Grand Geneva Resort Airport,Lake Geneva,Wisconsin,US,42.61468,-88.38999
CLG,New Coalinga Municipal Airport,Coalinga,California,US,36.16211,-120.29483
CAD,Wexford County Airport,Cadillac,Michigan,US,44.27533,-85.41892
CAE,Columbia Metro Airport,Columbia,South Carolina,US,33.93884,-81.11954
CIG,Craig-Moffat Airport,Craig,Colorado,US,40.49522,-107.52167
CAK,Akron-Canton Regional Airport,Akron,Ohio,US,40.91506,-81.44364
CAO,Clayton Municipal Airpark,Clayton,New Mexico,US,36.44628,-103.14994
CAR,Caribou Municipal Airport,Caribou,Maine,US,46.87164,-68.01819
CBE,Greater Cumberland Regional Airport,Cumberland,Maryland,US,39.61531,-78.76148
CBF,Council Bluffs Municipal Airport,Council Bluffs,Iowa,US,41.26011,-95.75864
CBK,Shalz Field,Colby,Kansas,US,39.42746,-101.04662
CBM,Columbus Afb Airport,Columbus,Mississippi,US,33.64518,-88.44592
CCB,Cable Airport,Upland,California,US,34.11161,-117.68739
CCR,Buchanan Field,Concord,California,US,37.98966,-122.0569
CCY,Northeast Iowa Regional Airport,Charles City,Iowa,US,43.0725,-92.61081
LLX,Caledonia County Airport,Lyndonville,Vermont,US,44.56911,-72.01798
CDC,Cedar City Regional Airport,Cedar City,Utah,US,37.70097,-113.09885
CDH,Harrell Field,Camden,Arkansas,US,33.62281,-92.76339
CDK,George T Lewis Airport,Cedar Key,Florida,US,29.13422,-83.05047
CDN,Woodward Field,Camden,South Carolina,US,34.28358,-80.56486
CDR,Chadron Municipal Airport,Chadron,Nebraska,US,42.83756,-103.0954
CDS,Childress Municipal Airport,Childress,Texas,US,34.43378,-100.288
CDW,Essex County Airport,Caldwell,New Jersey,US,40.87522,-74.28135
CEA,Cessna Acft Field,Wichita,Kansas,US,37.6486,-97.2506
CEC,Jack Mc Namara Field,Crescent City,California,US,41.78017,-124.23653
CEF,Westover Arb/Metro Airport,Springfield/Chicopee,Massachusetts,US,42.19402,-72.53479
CEU,Oconee County Regional Airport,Clemson,South Carolina,US,34.67222,-82.88589
CEV,Mettel Field,Connersville,Indiana,US,39.69819,-85.13114
CEW,Bob Sikes Airport,Crestview,Florida,US,30.77883,-86.52211
CEY,Kyle-Oakley Field,Murray,Kentucky,US,36.66458,-88.37278
CEZ,Cortez Municipal Airport,Cortez,Colorado,US,37.303,-108.62804
CFD,Coulter Field,Bryan,Texas,US,30.71569,-96.33136
TZC,Tuscola Area Airport,Caro,Michigan,US,43.45886,-83.44545
CFT,Greenlee County Airport,Clifton/Morenci,Arizona,US,32.95704,-109.21116
CFV,Coffeyville Municipal Airport,Coffeyville,Kansas,US,37.094,-95.572
CGA,Craig Seaplane Base,Craig,Alaska,US,55.478833,-133.147833
CGE,Cambridge-Dorchester Regional Airport,Cambridge,Maryland,US,38.53932,-76.0304
CGF,Cuyahoga County Airport,Cleveland,Ohio,US,41.56458,-81.48722
CGI,Cape Girardeau Regional Airport,Cape Girardeau,Missouri,US,37.2,-89.6
CGS,College Park Airport,College Park,Maryland,US,39.0,-76.9
CGZ,Casa Grande Municipal Airport,Casa Grande,Arizona,US,33.0,-111.8
CHA,Lovell Field,Chattanooga,Tennessee,US,35.03519,-85.20356
CHK,Chickasha Municipal Airport,Chickasha,Oklahoma,US,35.09714,-97.96768
CHO,Charlottesville-Albemarle Airport,Charlottesville,Virginia,US,38.13964,-78.45234
CHP,Circle Hot Springs Airport,Circle Hot Springs,Alaska,US,65.48591,-144.61168
CHS,Charleston Afb/International Airport,Charleston,South Carolina,US,32.89864,-80.04053
CIC,Chico Regional Airport,Chico,California,US,39.8,-121.9
CID,The Eastern Iowa Airport,Cedar Rapids,Iowa,US,41.9,-91.7
CIN,Arthur N Neu Airport,Carroll,Iowa,US,42.04667,-94.78869
CIR,Cairo Regional Airport,Cairo,Illinois,US,37.06414,-89.21953
CIU,Chippewa County International Airport,Sault Ste Marie,Michigan,US,46.25075,-84.47238
CKA,Kegelman Af Aux Field,Cherokee,Oklahoma,US,36.73569,-98.12361
CKB,North Central West Virginia Airport,Clarksburg,West Virginia,US,39.29765,-80.22753
GRM,Grand Marais/Cook County Airport,Grand Marais,Minnesota,US,47.83843,-90.38458
CKM,Fletcher Field,Clarksdale,Mississippi,US,34.29972,-90.51231
CKN,Crookston Municipal/Kirkwood Field,Crookston,Minnesota,US,47.84166,-96.62145
CKU,Cordova Municipal Airport,Cordova,Alaska,US,60.54364,-145.72585
CKV,Outlaw Field,Clarksville,Tennessee,US,36.62186,-87.41494
CKX,Chicken Airport,Chicken,Alaska,US,64.06675,-141.95135
CLE,Cleveland-Hopkins International Airport,Cleveland,Ohio,US,41.40941,-81.85469
CLI,Clintonville Municipal Airport,Clintonville,Wisconsin,US,44.61317,-88.73089
CLK,Clinton Regional Airport,Clinton,Oklahoma,US,35.53827,-98.93279
CLL,Easterwood Field,College Station,Texas,US,30.58804,-96.36254
CLM,William R Fairchild International Airport,Port Angeles,Washington,US,48.12019,-123.49969
CLR,Cliff Hatfield Memorial Airport,Calipatria,California,US,33.13133,-115.52139
CLS,Chehalis-Centralia Airport,Chehalis,Washington,US,46.67703,-122.98275
CLT,Charlotte/Douglas International Airport,Charlotte,North Carolina,US,35.21375,-80.94906
CLW,Clearwater Air Park,Clearwater,Florida,US,27.97721,-82.75906
CMH,John Glenn Columbus International Airport,Columbus,Ohio,US,39.99695,-82.89216
CMI,University Of Illinois/Willard Airport,Champaign/Urbana,Illinois,US,40.03856,-88.27654
CMX,Houghton County Memorial Airport,Hancock,Michigan,US,47.16842,-88.48907
CMY,Sparta/Fort Mc Coy Airport,Sparta,Wisconsin,US,43.95872,-90.73784
CNH,Claremont Municipal Airport,Claremont,New Hampshire,US,43.4,-72.4
CNK,Blosser Municipal Airport,Concordia,Kansas,US,39.54995,-97.65214
CNM,Cavern City Air Trml Airport,Carlsbad,New Mexico,US,32.33744,-104.26336
CNO,Chino Airport,Chino,California,US,33.97478,-117.63648
CNU,Chanute Martin Johnson Airport,Chanute,Kansas,US,37.66789,-95.48672
CNW,Tstc Waco Airport,Waco,Texas,US,31.63781,-97.07414
CNY,Canyonlands Regional Airport,Moab,Utah,US,38.75763,-109.75346
COD,Yellowstone Regional Airport,Cody,Wyoming,US,44.52019,-109.02381
COE,Coeur D'Alene/Pappy Boyington Field,Coeur D'Alene,Idaho,US,47.77431,-116.81958
COF,Patrick Space Force Base Airport,Cocoa Beach,Florida,US,28.2,-80.6
COI,Merritt Island Airport,Merritt Island,Florida,US,28.34161,-80.68547
COM,Coleman Municipal Airport,Coleman,Texas,US,31.84114,-99.40361
CON,Concord Municipal Airport,Concord,New Hampshire,US,43.20272,-71.50228
COS,City Of Colorado Springs Municipal Airport,Colorado Springs,Colorado,US,38.80582,-104.70078
COT,Cotulla-La Salle County Airport,Cotulla,Texas,US,28.45572,-99.21722
COU,Columbia Regional Airport,Columbia,Missouri,US,38.81774,-92.21779
CPM,Compton/Woodley Airport,Compton,California,US,33.88992,-118.24381
CPR,Casper/Natrona County International Airport,Casper,Wyoming,US,42.90586,-106.46364
CPS,St Louis Downtown Airport,Cahokia/St Louis,Illinois,US,38.57036,-90.15508
HCW,Cheraw Municipal/Lynch Bellinger Field,Cheraw,South Carolina,US,34.71286,-79.957
CRE,Grand Strand Airport,North Myrtle Beach,South Carolina,US,33.81175,-78.72394
CRG,Jacksonville Executive At Craig Airport,Jacksonville,Florida,US,30.3,-81.5
CRP,Corpus Christi International Airport,Corpus Christi,Texas,US,27.77219,-97.50242
CLD,Mc Clellan-Palomar Airport,Carlsbad,California,US,33.12825,-117.28008
CRS,C David Campbell Field-Corsicana Municipal Airport,Corsicana,Texas,US,32.02806,-96.40058
CRT,Z M Jack Stell Field,Crossett,Arkansas,US,33.17833,-91.88019
CRW,West Virginia International Yeager Airport,Charleston,West Virginia,US,38.37601,-81.59289
CRX,Roscoe Turner Airport,Corinth,Mississippi,US,34.91497,-88.60348
CSG,Columbus Airport,Columbus,Georgia,US,32.51633,-84.93886
CSM,Clinton/Sherman Airport,Burns Flat,Oklahoma,US,35.33984,-99.2005
CSQ,Creston Municipal Airport,Creston,Iowa,US,41.02144,-94.36331
CSV,Crossville Memorial-Whitson Field,Crossville,Tennessee,US,36.0,-85.1
CTB,Cut Bank International Airport,Cut Bank,Montana,US,48.60835,-112.37615
CTK,Ingersoll Airport,Canton,Illinois,US,40.56908,-90.07483
CTY,Cross City Airport,Cross City,Florida,US,29.63553,-83.10475
CTZ,Clinton-Sampson County Airport,Clinton,North Carolina,US,34.97494,-78.36563
CUB,Jim Hamilton L B Owens Airport,Columbia,South Carolina,US,33.97047,-80.99525
CUH,Cushing Municipal Airport,Cushing,Oklahoma,US,35.95003,-96.77342
CVG,Cincinnati/Northern Kentucky International Airport,Covington,Kentucky,US,39.04884,-84.66782
HLI,Hollister Municipal Airport,Hollister,California,US,36.89335,-121.41027
CKK,Sharp County Regional Airport,Ash Flat,Arkansas,US,36.26489,-91.56267
CVN,Clovis Regional Airport,Clovis,New Mexico,US,34.42659,-103.07758
CVO,Corvallis Municipal Airport,Corvallis,Oregon,US,44.49688,-123.28946
CVS,Cannon Afb Airport,Clovis,New Mexico,US,34.4,-103.3
CWA,Central Wisconsin Airport,Mosinee,Wisconsin,US,44.77762,-89.66678
KIP,Kickapoo Downtown Airport,Wichita Falls,Texas,US,33.86062,-98.4904
CWF,Chennault International Airport,Lake Charles,Louisiana,US,30.21058,-93.14319
CWI,Clinton Municipal Airport,Clinton,Iowa,US,41.83075,-90.32897
CXC,Chitina Airport,Chitina,Alaska,US,61.5832,-144.4298
CXL,Calexico International Airport,Calexico,California,US,32.66744,-115.51758
CXO,Conroe/North Houston Regional Airport,Houston,Texas,US,30.3534,-95.41508
CSN,Carson City Airport,Carson City,Nevada,US,39.1923,-119.73257
HAR,Capital City Airport,Harrisburg,Pennsylvania,US,40.21714,-76.85136
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,Wyoming,US,41.15564,-104.81047
CZK,Cascade Locks State Airport,Cascade Locks,Oregon,US,45.67694,-121.87889
CZN,Chisana Airport,Chisana,Alaska,US,62.07175,-142.04935
CZO,Chistochina Airport,Chistochina,Alaska,US,62.56233,-144.67244
CZT,Dimmit County Airport,Carrizo Springs,Texas,US,28.52225,-99.82364
VEX,Tioga Municipal Airport,Tioga,North Dakota,US,48.38028,-102.89736
DJN,Delta Junction Airport,Delta Junction,Alaska,US,64.05012,-145.72247
DAA,Davison Army Air Field,Fort Belvoir,Virginia,US,38.71492,-77.18089
DAB,Daytona Beach International Airport,Daytona Beach,Florida,US,29.17991,-81.05804
DAG,Barstow-Daggett Airport,Daggett,California,US,34.85372,-116.78669
DAL,Dallas Love Field,Dallas,Texas,US,32.84594,-96.85088
DAN,Danville Regional Airport,Danville,Virginia,US,36.57247,-79.33625
DAY,James M Cox Dayton International Airport,Dayton,Ohio,US,39.90225,-84.21941
DBN,W H 'Bud' Barron Airport,Dublin,Georgia,US,32.56472,-82.98497
DBQ,Dubuque Regional Airport,Dubuque,Iowa,US,42.402,-90.70947
DCA,Ronald Reagan Washington Ntl Airport,Washington,Dist. Of Columbia,US,38.85144,-77.03772
DCU,Pryor Field Regional Airport,Decatur,Alabama,US,34.65406,-86.94536
DDC,Dodge City Regional Airport,Dodge City,Kansas,US,37.76311,-99.96542
DEC,Decatur Airport,Decatur,Illinois,US,39.83456,-88.86569
DEH,Decorah Municipal Airport,Decorah,Iowa,US,43.2755,-91.73939
DEN,Denver International Airport,Denver,Colorado,US,39.86167,-104.67317
DET,Coleman A Young Municipal Airport,Detroit,Michigan,US,42.40933,-83.01017
DFI,Defiance Memorial Airport,Defiance,Ohio,US,41.3375,-84.42881
DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth,Texas,US,32.89723,-97.03769
DGL,Douglas Municipal Airport,Douglas,Arizona,US,31.3426,-109.50645
DGW,Converse County Airport,Douglas,Wyoming,US,42.79719,-105.38583
DHN,Dothan Regional Airport,Dothan,Alabama,US,31.32103,-85.44947
DHT,Dalhart Municipal Airport,Dalhart,Texas,US,36.02247,-102.54739
DIK,Dickinson/Theodore Roosevelt Regional Airport,Dickinson,North Dakota,US,46.80047,-102.80444
DKK,Chautauqua County/Dunkirk Airport,Dunkirk,New York,US,42.49394,-79.27111
DLL,Dillon County Airport,Dillon,South Carolina,US,34.44906,-79.36858
DLF,Laughlin Afb Airport,Del Rio,Texas,US,29.4,-100.8
DLH,Duluth International Airport,Duluth,Minnesota,US,46.84207,-92.19324
DLN,Dillon Airport,Dillon,Montana,US,45.25536,-112.5525
DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles,Oregon,US,45.61936,-121.16828
DMA,Davis Monthan Afb Airport,Tucson,Arizona,US,32.16636,-110.88317
DMN,Deming Municipal Airport,Deming,New Mexico,US,32.26239,-107.719
DMO,Sedalia Regional Airport,Sedalia,Missouri,US,38.70742,-93.17592
DNL,Daniel Field,Augusta,Georgia,US,33.46658,-82.03939
DNN,Dalton Municipal Airport,Dalton,Georgia,US,34.72294,-84.87024
DNS,Denison Municipal Airport,Denison,Iowa,US,41.9862,-95.37991
DNV,Vermilion Regional Airport,Danville,Illinois,US,40.19983,-87.59517
DOV,Dover Afb Airport,Dover,Delaware,US,39.12954,-75.46596
DPA,Dupage Airport,Chicago/West Chicago,Illinois,US,41.90705,-88.248
DPG,Michael Army Air Field (Dugway Proving Ground) Airport,Dugway Proving Ground,Utah,US,40.19738,-112.93505
DRI,Beauregard Regional Airport,De Ridder,Louisiana,US,30.8,-93.3
DRE,Drummond Island Airport,Drummond Island,Michigan,US,46.00931,-83.74393
DRO,Durango-La Plata County Airport,Durango,Colorado,US,37.15153,-107.75378
DRT,Del Rio International Airport,Del Rio,Texas,US,29.37421,-100.92716
DSM,Des Moines International Airport,Des Moines,Iowa,US,41.5,-93.7
DSV,Dansville Municipal Airport,Dansville,New York,US,42.57053,-77.71327
DTA,Delta Municipal Airport,Delta,Utah,US,39.38283,-112.50221
DTL,Detroit Lakes/Wething Field,Detroit Lakes,Minnesota,US,46.82305,-95.88279
DTN,Shreveport Downtown Airport,Shreveport,Louisiana,US,32.54082,-93.74384
DSI,Destin Executive Airport,Destin,Florida,US,30.4,-86.5
DTW,Detroit Metro Wayne County Airport,Detroit,Michigan,US,42.21244,-83.35339
DUA,Durant Regional/Eaker Field,Durant,Oklahoma,US,33.9397,-96.39506
DUC,Halliburton Field,Duncan,Oklahoma,US,34.47087,-97.95986
DUG,Bisbee Douglas International Airport,Douglas Bisbee,Arizona,US,31.46894,-109.60375
DUJ,Dubois Regional Airport,Dubois,Pennsylvania,US,41.17828,-78.89869
DVL,Devils Lake Regional Airport,Devils Lake,North Dakota,US,48.11659,-98.90999
DVN,Davenport Municipal Airport,Davenport,Iowa,US,41.61028,-90.58836
NOT,Gnoss Field,Novato,California,US,38.14358,-122.55709
NSL,Slayton Municipal Airport,Slayton,Minnesota,US,43.9868,-95.78261
DVT,Phoenix Deer Valley Airport,Phoenix,Arizona,US,33.68831,-112.08256
DWH,David Wayne Hooks Memorial Airport,Houston,Texas,US,30.06178,-95.55279
DXR,Danbury Municipal Airport,Danbury,Connecticut,US,41.37153,-73.48219
DYL,Doylestown Airport,Doylestown,Pennsylvania,US,40.33305,-75.12234
DYS,Dyess Afb Airport,Abilene,Texas,US,32.41848,-99.85654
MIF,Roy Hurd Memorial Airport,Monahans,Texas,US,31.58247,-102.90903
CCG,Crane County Airport,Crane,Texas,US,31.41157,-102.36047
ESO,Ohkay Owingeh Airport,Espanola,New Mexico,US,36.02612,-106.04541
WTR,Whiteriver Airport,Whiteriver,Arizona,US,33.81061,-109.98574
ALE,Alpine-Casparis Municipal Airport,Alpine,Texas,US,30.38422,-103.68358
BGT,Bagdad Airport,Bagdad,Arizona,US,34.59289,-113.17195
EAN,Phifer Airfield,Wheatland,Wyoming,US,42.05552,-104.92828
EAR,Kearney Regional Airport,Kearney,Nebraska,US,40.72704,-99.00677
EAT,Pangborn Memorial Airport,Wenatchee,Washington,US,47.39881,-120.20683
EAU,Chippewa Valley Regional Airport,Eau Claire,Wisconsin,US,44.86581,-91.48425
EBS,Webster City Municipal Airport,Webster City,Iowa,US,42.43641,-93.86897
ECG,Elizabeth City Cg Air Station/Regional Airport,Elizabeth City,North Carolina,US,36.26058,-76.17457
ECP,Northwest Florida Beaches International Airport,Panama City,Florida,US,30.35824,-85.7956
ECS,Mondell Field,Newcastle,Wyoming,US,43.88425,-104.3145
EDC,Austin Executive Airport,Austin,Texas,US,30.4,-97.6
EDE,Northeastern Regional Airport,Edenton,North Carolina,US,36.02859,-76.56977
ETS,Enterprise Municipal Airport,Enterprise,Alabama,US,31.29972,-85.89983
EDW,Edwards Afb Airport,Edwards,California,US,34.90809,-117.88553
EED,Needles Airport,Needles,California,US,34.76635,-114.62328
EEN,Dillant/Hopkins Airport,Keene,New Hampshire,US,42.89839,-72.27078
EFD,Ellington Airport,Houston,Texas,US,29.60733,-95.15875
EFK,Northeast Kingdom International Airport,Newport,Vermont,US,44.88818,-72.22864
EFW,Jefferson Municipal Airport,Jefferson,Iowa,US,42.00983,-94.34181
EGE,Eagle County Regional Airport,Eagle,Colorado,US,39.64275,-106.91594
EGI,"Duke Field,(Eglin Af Aux Nr 3) Airport",Crestview,Florida,US,30.64859,-86.52196
EGV,Eagle River Union Airport,Eagle River,Wisconsin,US,45.93233,-89.26828
EKA,Murray Field,Eureka,California,US,40.8034,-124.11279
EKI,Elkhart Municipal Airport,Elkhart,Indiana,US,41.71941,-86.00322
EKN,Elkins/Randolph County (Jennings Randolph Field) Airport,Elkins,West Virginia,US,38.88944,-79.85714
EKO,Elko Regional Airport,Elko,Nevada,US,40.825,-115.79133
EKX,Addington Field,Elizabethtown,Kentucky,US,37.686,-85.92503
ELA,Eagle Lake Airport,Eagle Lake,Texas,US,29.60003,-96.32194
ELD,South Arkansas Regional At Goodwin Field,El Dorado,Arkansas,US,33.22124,-92.81175
ELK,Elk City Regional Business Airport,Elk City,Oklahoma,US,35.43078,-99.39428
ELM,Elmira/Corning Regional Airport,Elmira/Corning,New York,US,42.2,-76.9
ELN,Bowers Field,Ellensburg,Washington,US,47.03485,-120.52886
LYU,Ely Municipal Airport,Ely,Minnesota,US,47.82401,-91.82932
ELP,El Paso International Airport,El Paso,Texas,US,31.80733,-106.37636
ELY,Ely/Yelland Field,Ely,Nevada,US,39.29969,-114.84188
ELZ,Wellsville Municipal/Tarantine Field,Wellsville,New York,US,42.10952,-77.98998
EMM,Kemmerer Municipal Airport,Kemmerer,Wyoming,US,41.82408,-110.55694
EMP,Emporia Municipal Airport,Emporia,Kansas,US,38.33056,-96.18994
EMT,San Gabriel Valley Airport,El Monte,California,US,34.08601,-118.03485
END,Vance Afb Airport,Enid,Oklahoma,US,36.33981,-97.91724
ENL,Centralia Municipal Airport,Centralia,Illinois,US,38.51508,-89.09114
ENV,Wendover Airport,Wendover,Utah,US,40.71873,-114.02867
ENW,Kenosha Regional Airport,Kenosha,Wisconsin,US,42.59606,-87.92732
EOK,Keokuk Municipal Airport,Keokuk,Iowa,US,40.45991,-91.4285
EOS,Neosho Hugh Robinson Airport,Neosho,Missouri,US,36.81081,-94.39169
EPH,Ephrata Municipal Airport,Ephrata,Washington,US,47.30807,-119.51691
EDK,El Dorado/Capt Jack Thomas Memorial Airport,El Dorado,Kansas,US,37.77411,-96.81772
ERI,Erie International/Tom Ridge Field,Erie,Pennsylvania,US,42.08308,-80.17394
ERR,Errol Airport,Errol,New Hampshire,US,44.79217,-71.16453
ERV,Kerrville Municipal/Louis Schreiner Field,Kerrville,Texas,US,29.97667,-99.08547
ESC,Delta County Airport,Escanaba,Michigan,US,45.72267,-87.09372
ESF,Esler Regional Airport,Alexandria,Louisiana,US,31.3949,-92.29577
ESN,Easton/Newnam Field,Easton,Maryland,US,38.80416,-76.06899
EST,Estherville Municipal Airport,Estherville,Iowa,US,43.40747,-94.74639
ESW,Easton State Airport,Easton,Washington,US,47.25418,-121.18553
ETB,West Bend Municipal Airport,West Bend,Wisconsin,US,43.42217,-88.12792
ETN,Eastland Municipal Airport,Eastland,Texas,US,32.41489,-98.80969
EUF,Weedon Field,Eufaula,Alabama,US,31.95131,-85.12892
EUG,Mahlon Sweet Field,Eugene,Oregon,US,44.12458,-123.21197
EVM,Eveleth/Virginia Municipal Airport,Eveleth,Minnesota,US,47.42417,-92.49656
EVV,Evansville Regional Airport,Evansville,Indiana,US,38.04081,-87.5285
EVW,Evanston-Uinta County Burns Field,Evanston,Wyoming,US,41.27478,-111.03464
EWB,New Bedford Regional Airport,New Bedford,Massachusetts,US,41.67657,-70.95784
EWK,Newton-City-County Airport,Newton,Kansas,US,38.0571,-97.27523
EWN,Coastal Carolina Regional Airport,New Bern,North Carolina,US,35.07285,-77.04302
EWR,Newark Liberty International Airport,Newark,New Jersey,US,40.69248,-74.16869
EYW,Key West International Airport,Key West,Florida,US,24.55612,-81.75996
WIB,Wilbarger County Airport,Vernon,Texas,US,34.22567,-99.28375
RGR,Ranger Municipal Airport,Ranger,Texas,US,32.45148,-98.68151
RBK,French Valley Airport,Murrieta/Temecula,California,US,33.57418,-117.12847
FAF,Felker Army Air Field,Fort Eustis,Virginia,US,37.13261,-76.60894
FAM,Farmington Regional Airport,Farmington,Missouri,US,37.8,-90.4
FAR,Hector International Airport,Fargo,North Dakota,US,46.92064,-96.81575
FAT,Fresno Yosemite International Airport,Fresno,California,US,36.77656,-119.71883
FAY,Fayetteville Regional/Grannis Field,Fayetteville,North Carolina,US,34.99121,-78.88027
FBG,Simmons Army Air Field,Fort Liberty,North Carolina,US,35.1,-78.9
FBL,Faribault Municipal-Liz Wall Strohfus Field,Faribault,Minnesota,US,44.32897,-93.31307
FBR,Fort Bridger Airport,Fort Bridger,Wyoming,US,41.39333,-110.40597
FBY,Fairbury Municipal Airport,Fairbury,Nebraska,US,40.18197,-97.16789
FCH,Fresno Chandler Executive Airport,Fresno,California,US,36.7,-119.8
FCM,Flying Cloud Airport,Minneapolis,Minnesota,US,44.8,-93.5
FCS,Butts Army Air Field (Fort Carson) Airport,Fort Carson,Colorado,US,38.67967,-104.76094
FCY,Hutfly Airport,Forrest City,Arkansas,US,34.942,-90.77497
FDK,Frederick Municipal Airport,Frederick,Maryland,US,39.41702,-77.37473
FDR,Frederick Regional Airport,Frederick,Oklahoma,US,34.3521,-98.98391
FDY,Findlay Airport,Findlay,Ohio,US,41.01203,-83.66861
FEP,Albertus Airport,Freeport,Illinois,US,42.24611,-89.58198
FET,Fremont Municipal Airport,Fremont,Nebraska,US,41.44994,-96.52119
FFA,First Flight Airport,Kill Devil Hills,North Carolina,US,36.01758,-75.67158
